aX,aY,aZ,gX,gY,gZ
0.777,0.558,-0.252,-4.333,0.977,-4.089
0.798,0.529,-0.231,-3.906,2.197,-3.845
0.820,0.551,-0.261,1.892,4.211,-0.244
0.821,0.554,-0.268,4.517,3.540,1.343
0.799,0.532,-0.268,6.775,0.305,2.258
0.797,0.536,-0.272,5.005,-0.244,2.258
0.795,0.583,-0.267,0.183,-3.052,1.587
0.778,0.575,-0.253,-1.831,-3.784,0.732
0.773,0.580,-0.249,-2.502,-4.089,-1.465
0.762,0.575,-0.241,-2.380,-4.395,-1.892
0.762,0.559,-0.231,0.000,-2.808,-1.953
0.767,0.547,-0.218,1.160,-1.648,-2.075
0.787,0.532,-0.241,4.272,1.892,-0.854
0.798,0.531,-0.245,4.883,2.075,0.122
0.804,0.530,-0.268,2.869,0.488,0.671
0.800,0.540,-0.258,0.061,-0.488,0.793
0.785,0.566,-0.252,-1.648,-1.892,0.732
0.777,0.581,-0.241,-0.854,-2.563,0.732
0.769,0.583,-0.247,3.113,-2.808,1.404
0.764,0.572,-0.235,3.479,-2.686,1.465
0.778,0.555,-0.254,4.333,-1.526,0.732
0.781,0.556,-0.250,3.052,-1.343,0.244
0.788,0.555,-0.252,2.441,-1.404,-0.793
0.786,0.549,-0.251,1.404,-2.075,-1.648
0.778,0.544,-0.241,-0.916,-2.808,-2.502
0.769,0.555,-0.238,-1.465,-2.808,-2.136
0.760,0.574,-0.228,-2.869,-2.319,-2.686
0.760,0.574,-0.227,-2.991,-1.953,-3.235
0.768,0.575,-0.234,-0.122,-1.221,-2.625
0.776,0.573,-0.242,1.709,-1.953,-3.662
0.791,0.549,-0.251,2.075,-2.441,-4.211
0.798,0.534,-0.249,2.441,-3.540,-4.578
0.795,0.530,-0.247,2.747,-3.113,-4.333
0.798,0.507,-0.233,5.798,-2.014,-3.052
0.794,0.516,-0.237,6.653,-1.648,-1.221
0.782,0.557,-0.227,4.761,0.183,0.183
0.779,0.565,-0.229,5.127,1.648,-0.061
0.770,0.570,-0.249,6.409,3.296,-1.343
0.771,0.577,-0.259,5.554,3.662,-2.197
0.785,0.579,-0.271,2.075,1.587,-3.784
0.775,0.580,-0.262,0.549,-0.793,-4.883
0.766,0.569,-0.251,-0.305,-2.869,-6.531
0.765,0.582,-0.258,0.610,-3.235,-6.897
0.769,0.602,-0.261,3.723,-3.235,-8.423
0.114,-2.324,0.306,0.122,-3.113,138.306
0.109,-2.584,0.372,14.954,6.104,161.072
0.050,-3.039,0.309,38.757,32.104,226.074
-0.025,-3.130,0.227,37.476,42.419,260.376
-0.073,-2.738,0.314,2.502,49.744,317.871
-0.079,-2.417,0.345,-32.959,60.181,340.576
-0.014,-1.972,0.210,-52.124,67.505,336.975
0.031,-1.884,0.037,-78.674,52.307,308.655
0.110,-1.845,-0.100,-149.170,42.297,294.556
0.099,-1.397,-0.092,-193.176,33.875,300.903
-0.013,-1.038,-0.072,-195.984,42.419,313.721
-0.119,-0.564,-0.094,-162.109,62.744,331.238
-0.132,-0.377,-0.185,-134.888,74.524,338.440
-0.179,-0.133,-0.322,-88.135,82.764,344.421
-0.209,-0.024,-0.365,-75.623,76.965,343.079
-0.222,0.223,-0.377,-70.618,72.266,335.876
-0.202,0.353,-0.324,-71.411,70.740,332.825
-0.305,0.420,-0.201,-61.584,73.303,317.932
-0.277,0.552,-0.320,-55.786,63.721,308.472
-0.324,0.627,-0.396,-51.575,95.825,304.932
-0.316,0.732,-0.442,-47.241,106.201,312.927
-0.373,0.902,-0.534,-37.048,86.548,309.753
-0.403,1.052,-0.573,-37.537,81.055,302.124
-0.474,1.366,-0.719,-55.969,81.543,281.189
-0.530,1.605,-0.778,-74.219,71.838,268.982
-0.603,2.094,-0.793,-111.328,41.687,226.746
-0.567,2.290,-0.818,-114.807,32.104,191.345
-0.343,2.429,-0.771,-84.839,17.151,94.727
-0.173,2.242,-0.703,-43.030,15.442,43.579
0.033,1.868,-0.601,34.851,-0.427,-30.884
0.303,1.131,-0.477,49.133,-14.465,-53.711
0.449,0.477,-0.281,53.101,-30.151,-71.777
0.784,0.241,-0.240,48.096,-34.363,-68.542
0.919,0.082,-0.201,34.241,-39.124,-44.922
1.027,-0.014,-0.083,-7.874,-49.072,-30.884
1.029,0.029,-0.017,-24.658,-49.438,-15.808
0.913,0.223,0.022,-37.903,-40.955,13.733
0.826,0.354,0.027,-37.598,-33.508,27.466
0.684,0.609,0.001,-32.043,-13.855,43.457
0.649,0.697,-0.035,-28.198,-2.686,44.434
0.619,0.811,-0.194,-15.015,15.564,41.809
0.626,0.827,-0.260,-6.348,19.714,39.307
0.581,0.842,-0.374,6.775,9.277,32.288
0.581,0.833,-0.387,7.751,9.399,27.649
0.612,0.829,-0.383,-1.526,0.793,16.846
0.626,0.817,-0.353,-6.775,-5.981,11.108
0.651,0.729,-0.269,-9.338,-13.062,2.014
0.678,0.674,-0.228,-6.226,-14.282,-1.587
0.726,0.594,-0.199,-3.906,-18.066,-3.174
0.722,0.580,-0.182,-4.089,-19.775,-1.038
0.708,0.572,-0.158,-5.127,-16.296,-0.244
0.704,0.583,-0.169,-4.761,-8.423,0.549
0.688,0.618,-0.176,-4.211,-4.822,2.441
0.691,0.662,-0.197,-2.869,0.244,3.235
0.693,0.665,-0.207,-1.099,0.977,2.136
0.702,0.638,-0.248,1.282,0.488,-0.977
0.712,0.629,-0.251,0.610,-0.977,-2.258
0.731,0.623,-0.253,0.549,-3.662,-2.930
0.732,0.626,-0.243,0.305,-4.761,-2.197
0.728,0.650,-0.226,-0.793,-5.981,-1.953
0.727,0.665,-0.216,-1.465,-6.409,-2.441
0.730,0.665,-0.199,-1.221,-4.761,-4.028
0.723,0.652,-0.214,1.709,-3.052,-4.272
0.724,0.654,-0.228,0.488,-2.319,-4.272
0.725,0.661,-0.212,-1.648,-1.892,-4.272
0.721,0.664,-0.190,-0.244,-1.953,-4.150
0.710,0.653,-0.157,3.357,-0.427,-3.479
0.727,0.649,-0.159,6.042,1.953,-2.686
0.744,0.625,-0.182,11.475,3.235,-0.061
0.745,0.608,-0.199,11.108,2.747,-0.366
0.741,0.619,-0.200,5.127,-1.099,-0.732
0.732,0.631,-0.184,-0.366,-3.479,-0.183
0.713,0.658,-0.164,0.061,-3.052,0.183
0.694,0.652,-0.176,2.869,-1.465,0.183
0.685,0.662,-0.186,3.479,-0.061,0.671
0.706,0.683,-0.195,2.014,-1.160,-0.671
0.702,0.682,-0.207,1.770,-2.991,-2.258
0.726,0.657,-0.223,2.258,-0.671,-3.052
0.726,0.634,-0.204,1.709,-3.357,-3.113
0.729,0.619,-0.213,0.549,-9.094,-3.784
0.728,0.627,-0.207,-1.526,-10.620,-3.235
0.717,0.646,-0.184,-1.709,-8.606,-2.075
0.727,0.646,-0.175,0.549,-5.615,-1.404
0.714,0.643,-0.189,3.662,-4.944,-2.014
0.728,0.642,-0.199,3.540,-3.784,-0.916
0.724,0.650,-0.194,2.563,-4.150,1.160
0.726,0.651,-0.194,2.563,-2.930,1.099
0.735,0.635,-0.192,2.014,-2.686,-0.122
0.733,0.631,-0.193,2.197,-3.784,0.000
0.744,0.640,-0.182,1.038,-4.028,-0.244
0.746,0.640,-0.181,2.380,-4.517,0.305
0.741,0.634,-0.175,2.625,-4.456,0.977
0.738,0.634,-0.170,2.502,-3.784,2.625
0.727,0.642,-0.172,3.662,-3.235,3.357
0.721,0.641,-0.180,4.944,-2.808,3.235
0.714,0.654,-0.205,4.517,-3.235,2.747
0.714,0.661,-0.195,2.136,-4.333,2.319
0.703,0.673,-0.186,2.808,-5.188,1.953
0.698,0.677,-0.168,3.113,-5.676,1.038
0.706,0.678,-0.178,4.333,-4.578,0.122
0.712,0.661,-0.185,5.005,-3.967,-1.831
0.719,0.647,-0.191,4.272,-4.456,-2.319
0.717,0.647,-0.186,3.784,-5.249,-3.052
0.727,0.646,-0.175,4.395,-5.127,-3.723
0.726,0.635,-0.171,5.859,-5.920,-4.028
0.720,0.631,-0.166,5.371,-5.981,-4.028
0.715,0.646,-0.163,3.479,-5.066,-3.357
0.706,0.647,-0.154,2.075,-4.456,-3.235
0.698,0.666,-0.152,1.770,-3.723,-3.052
0.694,0.677,-0.156,3.174,-3.174,-3.296
0.712,0.677,-0.167,5.737,-2.563,-4.578
0.724,0.657,-0.177,7.019,-2.502,-5.737
0.744,0.622,-0.192,5.859,-3.296,-7.202
0.747,0.614,-0.167,3.235,-4.150,-7.874
0.752,0.604,-0.158,2.075,-5.554,-8.789
0.754,0.608,-0.149,1.770,-5.920,-8.179
0.745,0.611,-0.158,2.808,-4.639,-6.531
0.747,0.615,-0.161,2.380,-3.723,-6.104
0.750,0.632,-0.157,2.319,-2.930,-5.127
0.119,-2.223,0.441,-49.500,0.000,74.097
0.032,-2.443,0.530,-49.011,1.465,92.773
-0.179,-3.155,0.711,-40.100,2.380,136.169
-0.319,-3.420,0.893,-36.682,1.282,165.527
-0.582,-3.374,1.299,-36.438,28.687,244.934
-0.652,-3.209,1.296,-46.509,66.833,278.748
-0.636,-2.675,0.863,-110.229,155.151,315.491
-0.568,-2.460,0.582,-145.691,187.073,322.266
-0.278,-2.033,0.058,-175.842,210.449,326.233
-0.133,-1.762,-0.079,-170.654,201.660,323.181
0.049,-1.271,-0.211,-152.893,158.203,310.730
0.050,-1.011,-0.257,-148.987,135.498,311.707
-0.046,-0.544,-0.344,-139.648,128.296,320.251
-0.075,-0.399,-0.411,-128.113,131.104,319.824
-0.142,-0.280,-0.467,-95.215,121.338,308.594
-0.132,-0.216,-0.460,-80.261,109.192,301.819
0.000,-0.031,-0.563,-52.673,99.487,297.363
0.118,-0.044,-0.455,-53.894,48.035,268.372
0.187,-0.067,-0.347,-70.801,19.592,253.845
0.013,-0.105,-0.135,-103.271,-7.019,236.755
-0.044,-0.125,0.019,-114.990,8.484,260.071
-0.630,0.073,-0.052,-110.901,49.133,286.255
-0.815,0.684,-0.370,-97.046,126.404,341.614
-0.853,0.968,-0.543,-86.182,146.973,372.864
-1.080,1.309,-0.807,-66.528,187.317,383.057
-1.155,2.230,-0.827,-64.758,199.951,365.234
-1.016,2.701,-0.830,-62.195,190.796,323.181
-0.558,3.280,-0.903,-31.921,146.240,182.617
-0.214,3.183,-0.904,41.870,86.731,12.451
0.208,2.024,-0.698,87.646,53.040,-46.143
0.261,1.380,-0.660,120.300,-8.240,-126.526
0.550,0.224,-0.467,103.821,-23.926,-140.930
0.771,-0.175,-0.359,50.964,-35.767,-122.803
1.188,-0.612,-0.151,21.851,-43.823,-99.792
1.261,-0.416,0.086,-25.452,-63.416,-46.143
1.229,-0.276,0.210,-35.339,-65.063,-21.545
1.091,-0.003,0.281,-37.292,-53.467,11.108
1.020,0.118,0.285,-36.865,-34.851,23.865
0.876,0.364,0.206,-36.499,-16.541,41.382
0.819,0.475,0.153,-33.997,-9.888,46.021
0.783,0.635,-0.009,-30.273,5.066,46.570
0.742,0.681,-0.044,-30.029,5.859,43.518
0.725,0.701,-0.070,-22.034,4.700,32.898
0.748,0.665,-0.147,-16.663,4.089,27.954
0.758,0.628,-0.162,-14.709,-1.221,20.569
0.768,0.571,-0.136,-16.296,-3.784,18.372
0.758,0.552,-0.086,-15.564,-4.150,17.944
0.757,0.557,-0.060,-11.475,-2.502,19.775
0.765,0.567,-0.054,-2.197,5.310,21.484
0.780,0.554,-0.044,1.038,8.240,21.057
0.786,0.552,-0.080,2.014,13.367,19.775
0.816,0.562,-0.104,-1.709,13.245,18.066
0.816,0.572,-0.113,-6.226,10.559,13.428
0.811,0.590,-0.115,-10.986,3.479,10.925
0.809,0.589,-0.120,-9.705,-15.259,6.226
0.794,0.554,-0.118,-5.432,-4.456,5.127
0.775,0.549,-0.117,-4.456,-5.798,7.019
0.743,0.598,-0.094,-3.906,-4.333,7.568
0.775,0.630,-0.081,0.427,-0.977,5.310
0.766,0.616,-0.081,2.686,0.793,2.991
0.780,0.589,-0.081,3.235,2.258,-1.953
0.789,0.525,-0.063,2.380,2.563,-2.258
0.807,0.529,-0.068,2.502,3.418,0.488
0.810,0.537,-0.057,1.892,2.686,1.587
0.812,0.545,-0.054,1.404,2.319,2.136
0.806,0.561,-0.036,1.953,2.258,2.502
0.808,0.563,-0.040,2.686,3.723,2.625
0.803,0.577,-0.073,3.662,4.944,2.258
0.805,0.596,-0.093,2.502,4.639,1.709
0.802,0.608,-0.099,-2.380,1.221,-0.793
0.793,0.614,-0.084,-2.747,0.183,-2.319
0.801,0.604,-0.085,-1.587,-0.244,-3.479
0.810,0.543,-0.080,0.977,-0.427,-4.272
0.810,0.524,-0.077,1.709,0.000,-4.089
0.809,0.526,-0.074,1.709,0.488,-1.831
0.807,0.554,-0.069,1.953,1.282,-1.038
0.803,0.561,-0.068,2.075,2.075,-0.977
0.798,0.578,-0.083,2.380,2.930,-2.319
0.797,0.586,-0.094,2.075,2.625,-3.113
0.789,0.589,-0.089,1.221,1.953,-4.089
0.783,0.587,-0.074,1.953,2.136,-4.517
0.782,0.588,-0.074,3.357,2.563,-5.188
0.791,0.586,-0.069,3.540,3.235,-6.470
0.806,0.548,-0.068,3.540,3.113,-7.019
0.808,0.522,-0.077,3.540,3.296,-7.202
0.819,0.524,-0.089,2.075,4.272,-5.310
0.822,0.533,-0.092,2.441,4.150,-4.395
0.821,0.537,-0.088,4.089,4.272,-3.052
0.814,0.558,-0.102,4.333,4.333,-2.747
0.811,0.572,-0.109,3.357,2.380,-2.808
0.798,0.599,-0.106,1.099,1.648,-3.662
0.790,0.607,-0.107,1.160,0.977,-4.456
0.788,0.614,-0.110,1.770,0.244,-7.324
0.788,0.614,-0.106,2.747,-0.610,-9.033
0.801,0.571,-0.076,5.920,-0.549,-13.672
0.811,0.526,-0.069,8.728,0.549,-15.015
0.826,0.471,-0.062,11.047,2.686,-12.573
0.829,0.462,-0.060,9.583,3.662,-9.949
0.840,0.482,-0.060,5.981,5.554,-5.432
0.837,0.502,-0.071,5.615,6.165,-4.272
0.829,0.543,-0.089,4.883,5.737,-3.601
0.819,0.564,-0.101,4.028,5.188,-3.967
0.808,0.575,-0.106,1.648,2.197,-5.188
0.785,0.589,-0.091,1.770,1.648,-6.714
0.780,0.591,-0.096,3.052,1.587,-8.118
0.777,0.605,-0.113,4.700,2.136,-10.925
0.779,0.609,-0.124,5.371,2.014,-12.634
0.784,0.605,-0.138,5.737,-0.610,-17.273
0.793,0.604,-0.131,5.310,-1.953,-19.714
0.800,0.590,-0.126,5.798,-3.113,-23.193
0.826,0.541,-0.123,6.226,-5.127,-28.198
0.840,0.522,-0.108,5.981,-5.920,-29.663
0.849,0.468,-0.079,10.010,-6.165,-31.311
0.856,0.450,-0.062,12.878,-5.127,-29.968
0.850,0.429,-0.047,18.677,-1.160,-25.330
0.844,0.435,-0.040,20.874,1.465,-22.705
0.841,0.447,-0.026,25.208,8.545,-17.517
0.836,0.479,-0.042,27.039,12.146,-15.869
0.831,0.494,-0.048,27.222,14.648,-14.709
-0.223,-2.224,0.296,-82.275,20.142,153.809
-0.257,-2.343,0.411,-69.763,29.846,174.927
-0.311,-2.762,0.479,-9.277,53.101,227.722
-0.307,-2.856,0.516,17.090,59.387,252.319
-0.308,-2.834,0.310,21.118,73.608,292.419
-0.309,-2.719,0.210,-10.010,71.594,297.852
-0.273,-2.214,0.110,-114.075,46.082,288.940
-0.182,-1.825,0.212,-166.504,34.912,283.020
-0.097,-0.995,0.345,-204.407,59.387,290.283
-0.051,-0.691,0.255,-181.641,93.750,295.593
0.025,-0.315,-0.157,-100.647,145.081,307.983
0.065,-0.237,-0.392,-65.979,151.855,313.232
0.232,-0.374,-0.674,-28.625,123.840,295.166
0.312,-0.509,-0.729,-37.781,89.539,268.860
0.423,-0.769,-0.413,-112.610,12.146,210.693
0.357,-0.817,-0.123,-156.616,-8.362,192.932
0.094,-0.641,0.363,-202.820,-10.010,203.247
-0.007,-0.375,0.433,-196.838,19.226,234.924
-0.466,0.165,0.150,-120.117,113.098,320.068
-0.587,0.485,-0.174,-60.913,173.950,357.300
-0.581,1.125,-0.852,39.551,230.896,401.855
-0.621,1.333,-1.002,72.998,225.708,403.259
-0.388,1.552,-0.961,80.811,168.518,353.638
-0.342,1.691,-0.832,48.706,126.526,315.063
-0.236,1.862,-0.660,4.456,102.783,267.822
-0.078,1.998,-0.545,-38.513,60.425,163.879
0.294,1.863,-0.476,-84.961,39.490,113.586
0.383,1.590,-0.438,-85.632,20.203,70.496
0.395,1.235,-0.400,-79.041,3.845,36.926
0.360,0.910,-0.360,-72.510,-6.775,16.296
0.372,0.652,-0.285,-67.444,-12.207,10.742
0.551,0.576,-0.056,-44.067,-0.427,36.316
0.637,0.626,-0.029,-21.362,8.911,51.025
0.698,0.626,-0.030,-2.136,15.503,57.129
0.724,0.585,-0.060,6.592,17.517,55.664
0.740,0.526,-0.095,3.662,17.090,48.584
0.759,0.472,-0.134,-5.798,14.954,39.673
0.778,0.444,-0.168,-18.311,10.925,31.799
0.818,0.442,-0.180,-30.701,5.859,26.672
0.853,0.413,-0.176,-41.870,-2.563,17.700
0.882,0.314,-0.216,-41.992,-4.883,16.724
0.874,0.289,-0.219,-42.480,-8.240,19.592
0.860,0.304,-0.215,-42.297,-9.888,25.757
0.843,0.349,-0.211,-40.588,-8.850,33.630
0.826,0.428,-0.212,-38.147,-7.202,41.199
0.803,0.493,-0.229,-35.217,-5.737,46.326
0.776,0.568,-0.240,-28.259,-1.282,48.828
0.796,0.670,-0.265,-22.339,0.549,44.800
0.819,0.669,-0.292,-15.747,-0.916,38.757
0.816,0.630,-0.320,-9.949,-3.845,31.616
0.810,0.592,-0.331,-6.592,-7.080,25.452
0.787,0.569,-0.321,-6.592,-10.193,22.644
0.765,0.571,-0.294,-6.592,-12.573,21.851
0.728,0.585,-0.271,-6.042,-12.939,21.729
0.720,0.609,-0.246,-4.761,-11.292,18.738
0.768,0.635,-0.240,-1.953,-5.066,16.113
0.784,0.607,-0.230,-0.427,-5.371,12.207
0.791,0.570,-0.220,0.671,-6.409,7.935
0.790,0.537,-0.217,0.732,-7.324,4.089
0.787,0.517,-0.212,-0.183,-8.362,0.977
0.785,0.510,-0.201,-1.404,-9.277,-1.038
0.778,0.504,-0.196,-2.197,-10.071,-2.563
0.773,0.506,-0.206,-4.517,-11.841,-2.991
0.780,0.521,-0.193,-6.287,-13.245,-3.113
0.796,0.531,-0.173,-6.897,-13.855,-4.028
0.809,0.515,-0.164,-5.920,-13.794,-5.615
0.814,0.478,-0.158,-4.395,-13.062,-6.958
0.809,0.445,-0.154,-3.967,-12.024,-6.409
0.801,0.437,-0.153,-4.700,-9.094,-3.357
0.796,0.493,-0.155,-6.042,-7.385,-1.770
0.787,0.531,-0.143,-6.287,-6.226,-0.549
0.781,0.574,-0.133,-4.700,-4.578,0.305
0.783,0.609,-0.142,1.648,0.610,-1.282
0.806,0.595,-0.158,3.967,2.869,-3.357
0.823,0.564,-0.172,5.188,4.333,-5.371
0.830,0.528,-0.184,5.432,4.639,-7.263
0.830,0.504,-0.192,4.517,3.906,-8.240
0.835,0.501,-0.193,3.174,2.869,-8.362
0.850,0.512,-0.191,2.563,1.892,-7.935
0.851,0.509,-0.184,2.319,-1.160,-7.935
0.846,0.501,-0.172,1.953,-1.465,-7.874
0.849,0.500,-0.171,1.587,-0.916,-7.812
0.848,0.498,-0.174,1.953,-0.793,-7.629
0.849,0.502,-0.178,2.319,-0.671,-6.958
0.854,0.502,-0.175,2.930,-0.977,-7.812
0.852,0.456,-0.184,4.089,-0.916,-8.179
0.852,0.448,-0.183,4.456,-1.343,-6.714
0.844,0.448,-0.176,4.883,-1.343,-2.136
0.832,0.474,-0.169,4.761,-1.038,0.305
0.829,0.530,-0.186,3.906,-0.122,2.502
0.816,0.543,-0.189,2.747,-0.854,1.831
0.807,0.554,-0.184,1.343,-1.526,0.549
0.812,0.551,-0.183,1.282,-1.953,-2.686
0.814,0.535,-0.166,1.099,-2.686,-3.662
0.829,0.507,-0.165,0.671,-2.319,-4.456
0.839,0.497,-0.162,-0.366,-2.625,-5.005
0.852,0.472,-0.153,-1.892,-3.784,-6.165
0.854,0.435,-0.141,-1.770,-3.662,-6.653
0.859,0.427,-0.146,-0.793,-2.502,-5.371
0.854,0.429,-0.163,-0.671,-1.343,-1.648
0.848,0.449,-0.169,-1.404,-1.099,0.854
0.828,0.506,-0.181,-2.136,-1.221,4.150
0.829,0.537,-0.175,-2.014,-0.916,2.502
0.832,0.536,-0.181,1.282,-0.671,0.122
0.830,0.485,-0.186,2.197,-1.587,-3.113
0.835,0.474,-0.189,1.404,-2.075,-3.357
0.845,0.474,-0.188,-0.061,-2.930,-1.831
0.840,0.481,-0.172,-1.282,-3.601,-0.488
0.835,0.502,-0.156,-0.549,-3.418,0.305
0.838,0.500,-0.156,-0.061,-2.686,-0.427
0.837,0.493,-0.158,1.038,-2.319,-1.221
0.838,0.485,-0.162,2.258,-1.587,-1.587
0.846,0.467,-0.164,3.906,-0.610,-1.404
0.854,0.463,-0.179,3.662,-0.916,-0.793
0.863,0.461,-0.174,0.732,-1.343,0.671
0.856,0.465,-0.175,-0.427,-2.197,1.282
0.838,0.489,-0.175,-1.465,-2.869,2.441
0.827,0.510,-0.172,-1.892,-3.174,2.930
0.814,0.548,-0.168,-0.366,-2.563,1.831
0.291,-2.114,0.289,-55.115,-4.028,71.350
0.238,-2.186,0.378,-64.575,-4.761,85.754
0.055,-2.403,0.565,-77.026,-1.038,118.958
-0.027,-2.474,0.666,-79.346,8.728,138.916
-0.126,-2.557,0.721,-81.787,41.687,181.091
-0.149,-2.633,0.681,-86.548,63.782,202.393
-0.128,-2.540,0.516,-96.191,97.412,250.183
-0.110,-2.285,0.458,-97.168,106.445,275.879
-0.126,-1.558,0.236,-92.407,131.958,314.697
-0.094,-1.219,0.078,-88.318,145.508,320.557
-0.033,-1.012,-0.272,-82.642,152.405,311.707
0.054,-0.708,-0.399,-85.022,142.883,302.429
0.108,-0.556,-0.474,-90.637,98.267,276.794
0.192,-0.390,-0.536,-102.356,75.439,261.536
0.266,-0.319,-0.416,-114.014,29.541,230.469
0.291,-0.293,-0.314,-118.652,7.202,212.585
0.328,-0.308,-0.083,-136.475,-3.540,183.777
0.427,-0.236,-0.035,-146.240,-0.854,174.500
0.386,-0.271,0.143,-144.104,4.028,166.504
0.389,-0.310,0.272,-130.432,16.846,168.701
0.414,-0.383,0.280,-90.088,46.936,181.763
0.398,-0.378,0.300,-71.411,63.232,194.885
0.377,-0.324,0.297,-48.645,82.581,219.788
0.218,-0.116,0.239,-47.668,89.905,234.985
0.126,0.032,0.174,-48.035,101.563,248.352
-0.004,0.347,-0.048,-41.687,138.000,273.682
-0.082,0.497,-0.190,-31.189,156.616,287.048
-0.161,0.825,-0.464,-7.141,187.378,301.575
-0.169,0.970,-0.584,0.488,192.871,299.072
-0.113,1.221,-0.695,2.991,184.326,274.902
-0.052,1.337,-0.716,1.709,172.607,255.859
0.056,1.495,-0.675,-7.080,138.855,213.074
0.099,1.553,-0.644,-11.169,123.779,191.650
0.163,1.525,-0.631,-4.150,97.107,148.315
0.168,1.457,-0.658,2.014,83.496,127.563
0.169,1.368,-0.671,1.465,54.810,94.727
0.178,1.353,-0.650,-2.808,40.955,80.139
0.212,1.318,-0.550,-3.723,18.555,50.354
0.338,1.288,-0.492,1.526,10.437,33.813
0.416,1.185,-0.429,14.465,-3.113,3.113
0.552,0.904,-0.338,17.883,-5.310,-6.958
0.625,0.676,-0.279,11.597,-11.414,-21.484
0.765,0.561,-0.237,6.348,-15.320,-25.757
0.857,0.308,-0.184,-1.099,-21.973,-26.123
0.853,0.226,-0.169,-5.615,-23.926,-18.982
0.805,0.255,-0.119,-20.020,-18.982,6.042
0.751,0.373,-0.106,-24.109,-14.526,20.569
0.683,0.511,-0.114,-20.081,-1.221,41.321
0.585,0.764,-0.171,-14.282,6.836,46.265
0.555,0.872,-0.220,-2.502,17.822,44.128
0.582,1.009,-0.284,2.136,20.813,36.926
0.621,0.992,-0.316,7.263,20.813,24.780
0.684,0.765,-0.398,10.193,10.376,-1.526
0.684,0.649,-0.412,4.211,1.892,-7.690
0.646,0.552,-0.357,-9.155,-12.634,-6.348
0.633,0.582,-0.330,-13.428,-16.235,-1.770
0.601,0.712,-0.245,-13.916,-17.334,8.606
0.593,0.755,-0.222,-9.460,-13.733,10.193
0.614,0.780,-0.225,0.610,-4.456,6.836
0.636,0.765,-0.243,4.761,-1.465,3.479
0.672,0.703,-0.276,6.592,-1.343,-3.357
0.684,0.683,-0.267,3.906,-3.540,-5.920
0.685,0.641,-0.233,-0.977,-8.118,-10.803
0.681,0.626,-0.218,-1.526,-9.460,-10.986
0.651,0.624,-0.204,0.000,-7.690,-6.409
0.650,0.639,-0.209,1.709,-4.333,-3.845
0.660,0.687,-0.212,5.310,1.709,-0.549
0.659,0.699,-0.224,7.996,3.174,0.000
0.668,0.716,-0.231,7.812,3.906,-1.831
0.683,0.705,-0.225,5.859,4.395,-3.784
0.721,0.667,-0.243,6.226,4.211,-7.446
0.732,0.641,-0.260,6.409,3.052,-8.789
0.744,0.601,-0.270,2.014,-0.488,-8.423
0.735,0.588,-0.255,0.488,-2.441,-6.287
0.704,0.626,-0.258,-2.563,-2.991,-1.465
0.692,0.673,-0.248,-3.845,-2.319,1.038
0.686,0.714,-0.240,-0.671,-0.122,1.892
0.681,0.734,-0.250,2.014,0.427,0.427
0.695,0.702,-0.262,3.052,0.305,-3.906
0.713,0.672,-0.270,2.258,-0.366,-6.042
0.740,0.609,-0.265,0.793,-3.479,-8.606
0.736,0.591,-0.258,0.000,-5.249,-8.179
0.720,0.601,-0.238,-3.967,-6.165,-5.310
0.692,0.622,-0.234,-3.235,-5.127,-2.808
0.705,0.618,-0.227,-1.953,-4.333,-1.526
0.706,0.622,-0.228,0.244,-1.770,1.587
0.695,0.642,-0.246,3.845,-1.404,2.625
0.687,0.655,-0.251,3.357,-1.587,2.686
0.679,0.692,-0.260,0.244,-2.319,1.831
0.675,0.706,-0.248,-1.282,-3.418,0.610
0.666,0.715,-0.224,-1.831,-3.601,-2.808
0.675,0.710,-0.223,0.061,-2.441,-3.967
0.706,0.648,-0.246,2.930,-0.732,-5.127
0.719,0.620,-0.246,2.197,-0.916,-4.944
0.743,0.596,-0.240,2.625,-1.465,-3.723
0.748,0.584,-0.242,2.930,-1.770,-2.563
0.734,0.596,-0.247,0.427,-2.869,0.732
0.722,0.621,-0.245,-1.221,-3.174,2.441
0.700,0.673,-0.253,-0.549,-2.991,3.662
0.688,0.687,-0.262,-0.122,-2.808,3.479
0.667,0.718,-0.251,-0.854,-3.418,2.258
0.663,0.731,-0.251,-0.122,-3.479,-0.977
0.675,0.724,-0.234,1.648,-3.784,-3.113
0.686,0.692,-0.228,3.174,-3.601,-6.592
0.703,0.627,-0.225,3.662,-3.479,-7.263
0.713,0.615,-0.222,2.625,-2.808,-6.470
0.734,0.584,-0.225,2.136,-2.869,-5.493
0.736,0.562,-0.218,1.892,-2.197,-2.686
0.731,0.571,-0.227,1.831,-1.953,-0.244
0.728,0.628,-0.241,-0.977,-1.831,3.662
0.719,0.653,-0.239,-1.892,-2.441,4.089
0.698,0.689,-0.244,-1.038,-2.625,3.052
0.686,0.698,-0.245,-0.305,-2.808,1.831
0.677,0.703,-0.256,1.282,-3.113,-0.244
0.680,0.704,-0.248,1.953,-3.418,-1.099
0.685,0.684,-0.246,2.197,-3.601,-4.395
0.708,0.662,-0.234,1.221,-3.906,-5.554
0.720,0.640,-0.231,0.427,-4.089,-6.042
0.727,0.600,-0.214,0.183,-4.150,-5.188
-0.018,-2.400,0.481,-49.805,4.456,60.608
-0.114,-2.598,0.660,-56.396,6.897,81.604
-0.336,-2.750,0.996,-39.246,25.330,139.648
